window,turbine_id,section,baseline,model,mode,scope,lead_start,lead_end,label,n,mae,rmse,bias,nmae,nrmse,nbias,sde,fit_a,fit_b,skill_pct,pinball_mean,coverage_p10_p90
Feb 2024,T1,ceiling,era5_refit_lomo,,all,all,1,48,left,1392,0.201493,0.266754,-0.044827,0.201493,0.266754,-0.044827,0.262961,0.667000,5.805000,,,
Feb 2024,T1,ceiling,era5_refit_lomo,,all,h1-24,1,24,left,696,0.204640,0.270122,-0.048983,0.204640,0.270122,-0.048983,0.265644,0.667000,5.805000,,,
Feb 2024,T1,ceiling,era5_refit_lomo,,all,h25-48,25,48,left,696,0.198347,0.263343,-0.040671,0.198347,0.263343,-0.040671,0.260183,0.667000,5.805000,,,
Feb 2024,T1,ceiling,era5_refit_lomo,,weather_explainable,all,1,48,left,1283,0.194308,0.257013,-0.068538,0.194308,0.257013,-0.068538,0.247706,0.667000,5.805000,,,
Feb 2024,T1,ceiling,era5_refit_lomo,,weather_explainable,h1-24,1,24,left,642,0.197727,0.260762,-0.072831,0.197727,0.260762,-0.072831,0.250385,0.667000,5.805000,,,
Feb 2024,T1,ceiling,era5_refit_lomo,,weather_explainable,h25-48,25,48,left,641,0.190884,0.253202,-0.064238,0.190884,0.253202,-0.064238,0.244918,0.667000,5.805000,,,
Feb 2024,T1,ceiling,perfect_wind,,all,all,1,48,left,1392,0.036198,0.046212,-0.002454,0.036198,0.046212,-0.002454,0.046147,,,,,
Feb 2024,T1,ceiling,perfect_wind,,all,h1-24,1,24,left,696,0.036028,0.046155,-0.003120,0.036028,0.046155,-0.003120,0.046050,,,,,
Feb 2024,T1,ceiling,perfect_wind,,all,h25-48,25,48,left,696,0.036368,0.046269,-0.001789,0.036368,0.046269,-0.001789,0.046234,,,,,
Feb 2024,T1,ceiling,perfect_wind,,weather_explainable,all,1,48,left,1283,0.032089,0.040272,-0.009847,0.032089,0.040272,-0.009847,0.039049,,,,,
Feb 2024,T1,ceiling,perfect_wind,,weather_explainable,h1-24,1,24,left,642,0.031923,0.040216,-0.010518,0.031923,0.040216,-0.010518,0.038816,,,,,
Feb 2024,T1,ceiling,perfect_wind,,weather_explainable,h25-48,25,48,left,641,0.032255,0.040328,-0.009175,0.032255,0.040328,-0.009175,0.039270,,,,,
Feb 2024,T1,honest,constant_median,,all,all,1,48,left,1392,0.347607,0.434547,-0.204437,0.347607,0.434547,-0.204437,0.383453,,,,,
Feb 2024,T1,honest,constant_median,,all,h1-24,1,24,left,696,0.351087,0.437162,-0.211377,0.351087,0.437162,-0.211377,0.382663,,,,,
Feb 2024,T1,honest,constant_median,,all,h25-48,25,48,left,696,0.344126,0.431916,-0.197498,0.344126,0.431916,-0.197498,0.384117,,,,,
Feb 2024,T1,honest,constant_median,,weather_explainable,all,1,48,left,1283,0.365241,0.450086,-0.230740,0.365241,0.450086,-0.230740,0.386441,,,,,
Feb 2024,T1,honest,constant_median,,weather_explainable,h1-24,1,24,left,642,0.368902,0.452694,-0.237923,0.368902,0.452694,-0.237923,0.385129,,,,,
Feb 2024,T1,honest,constant_median,,weather_explainable,h25-48,25,48,left,641,0.361574,0.447459,-0.223545,0.361574,0.447459,-0.223545,0.387617,,,,,
Feb 2024,T1,honest,madsen_new_reference,,all,all,1,48,left,1392,0.324721,0.370515,-0.064654,0.324721,0.370515,-0.064654,0.364830,,,,,
Feb 2024,T1,honest,madsen_new_reference,,all,h1-24,1,24,left,696,0.305151,0.352063,-0.062193,0.305151,0.352063,-0.062193,0.346527,,,,,
Feb 2024,T1,honest,madsen_new_reference,,all,h25-48,25,48,left,696,0.344291,0.388090,-0.067115,0.344291,0.388090,-0.067115,0.382242,,,,,
Feb 2024,T1,honest,madsen_new_reference,,weather_explainable,all,1,48,left,1283,0.332892,0.379243,-0.087980,0.332892,0.379243,-0.087980,0.368897,,,,,
Feb 2024,T1,honest,madsen_new_reference,,weather_explainable,h1-24,1,24,left,642,0.313568,0.360726,-0.082895,0.313568,0.360726,-0.082895,0.351072,,,,,
Feb 2024,T1,honest,madsen_new_reference,,weather_explainable,h25-48,25,48,left,641,0.352247,0.396925,-0.093073,0.352247,0.396925,-0.093073,0.385858,,,,,
Feb 2024,T1,honest,month_hour_climatology,,all,all,1,48,left,1392,0.344633,0.389565,-0.075549,0.344633,0.389565,-0.075549,0.382169,,,,,
Feb 2024,T1,honest,month_hour_climatology,,all,h1-24,1,24,left,696,0.345700,0.390785,-0.081972,0.345700,0.390785,-0.081972,0.382091,,,,,
Feb 2024,T1,honest,month_hour_climatology,,all,h25-48,25,48,left,696,0.343566,0.388341,-0.069126,0.343566,0.388341,-0.069126,0.382139,,,,,
Feb 2024,T1,honest,month_hour_climatology,,weather_explainable,all,1,48,left,1283,0.352959,0.398627,-0.101479,0.352959,0.398627,-0.101479,0.385494,,,,,
Feb 2024,T1,honest,month_hour_climatology,,weather_explainable,h1-24,1,24,left,642,0.354097,0.399871,-0.108107,0.354097,0.399871,-0.108107,0.384980,,,,,
Feb 2024,T1,honest,month_hour_climatology,,weather_explainable,h25-48,25,48,left,641,0.351820,0.397378,-0.094841,0.351820,0.397378,-0.094841,0.385895,,,,,
Feb 2024,T1,honest,same_hour_yesterday,,all,all,1,48,left,1392,0.379729,0.494713,0.003487,0.379729,0.494713,0.003487,0.494700,,,,,
Feb 2024,T1,honest,same_hour_yesterday,,all,h1-24,1,24,left,696,0.379813,0.493635,-0.006906,0.379813,0.493635,-0.006906,0.493587,,,,,
Feb 2024,T1,honest,same_hour_yesterday,,all,h25-48,25,48,left,696,0.379646,0.495788,0.013879,0.379646,0.495788,0.013879,0.495594,,,,,
Feb 2024,T1,honest,same_hour_yesterday,,weather_explainable,all,1,48,left,1283,0.382677,0.497054,-0.023051,0.382677,0.497054,-0.023051,0.496519,,,,,
Feb 2024,T1,honest,same_hour_yesterday,,weather_explainable,h1-24,1,24,left,642,0.382516,0.495700,-0.034255,0.382516,0.495700,-0.034255,0.494515,,,,,
Feb 2024,T1,honest,same_hour_yesterday,,weather_explainable,h25-48,25,48,left,641,0.382839,0.498407,-0.011830,0.382839,0.498407,-0.011830,0.498266,,,,,
Feb 2024,T1,honest,zero,,all,all,1,48,left,1392,0.447282,0.588490,-0.447282,0.447282,0.588490,-0.447282,0.382438,,,,,
Feb 2024,T1,honest,zero,,all,h1-24,1,24,left,696,0.454222,0.593359,-0.454222,0.454222,0.593359,-0.454222,0.381782,,,,,
Feb 2024,T1,honest,zero,,all,h25-48,25,48,left,696,0.440342,0.583580,-0.440342,0.440342,0.583580,-0.440342,0.382967,,,,,
Feb 2024,T1,honest,zero,,weather_explainable,all,1,48,left,1283,0.473271,0.610481,-0.473271,0.473271,0.610481,-0.473271,0.385618,,,,,
Feb 2024,T1,honest,zero,,weather_explainable,h1-24,1,24,left,642,0.480447,0.615334,-0.480447,0.480447,0.615334,-0.480447,0.384457,,,,,
Feb 2024,T1,honest,zero,,weather_explainable,h25-48,25,48,left,641,0.466084,0.605581,-0.466084,0.466084,0.605581,-0.466084,0.386644,,,,,
Feb 2025,T1,ceiling,era5_fixed_scada_curve,,all,all,1,48,left,1332,0.224128,0.327540,-0.181131,0.224128,0.327540,-0.181131,0.272900,,,,,
Feb 2025,T1,ceiling,era5_fixed_scada_curve,,all,h1-24,1,24,left,666,0.225398,0.328657,-0.183307,0.225398,0.328657,-0.183307,0.272789,,,,,
Feb 2025,T1,ceiling,era5_fixed_scada_curve,,all,h25-48,25,48,left,666,0.222858,0.326421,-0.178955,0.222858,0.326421,-0.178955,0.272994,,,,,
Feb 2025,T1,ceiling,era5_fixed_scada_curve,,weather_explainable,all,1,48,left,1287,0.227727,0.331702,-0.186615,0.227727,0.331702,-0.186615,0.274228,,,,,
Feb 2025,T1,ceiling,era5_fixed_scada_curve,,weather_explainable,h1-24,1,24,left,643,0.229201,0.332971,-0.188996,0.229201,0.332971,-0.188996,0.274135,,,,,
Feb 2025,T1,ceiling,era5_fixed_scada_curve,,weather_explainable,h25-48,25,48,left,644,0.226255,0.330429,-0.184238,0.226255,0.330429,-0.184238,0.274299,,,,,
Feb 2025,T1,ceiling,era5_linear_mos_lomo,,all,all,1,48,left,1332,0.177287,0.244077,-0.008275,0.177287,0.244077,-0.008275,0.243937,1.099172,1.384947,,,
Feb 2025,T1,ceiling,era5_linear_mos_lomo,,all,h1-24,1,24,left,666,0.176150,0.242828,-0.010619,0.176150,0.242828,-0.010619,0.242596,1.099172,1.384947,,,
Feb 2025,T1,ceiling,era5_linear_mos_lomo,,all,h25-48,25,48,left,666,0.178423,0.245320,-0.005932,0.178423,0.245320,-0.005932,0.245248,1.099172,1.384947,,,
Feb 2025,T1,ceiling,era5_linear_mos_lomo,,weather_explainable,all,1,48,left,1287,0.177542,0.244521,-0.011447,0.177542,0.244521,-0.011447,0.244253,1.099172,1.384947,,,
Feb 2025,T1,ceiling,era5_linear_mos_lomo,,weather_explainable,h1-24,1,24,left,643,0.176499,0.243325,-0.013880,0.176499,0.243325,-0.013880,0.242929,1.099172,1.384947,,,
Feb 2025,T1,ceiling,era5_linear_mos_lomo,,weather_explainable,h25-48,25,48,left,644,0.178583,0.245710,-0.009019,0.178583,0.245710,-0.009019,0.245544,1.099172,1.384947,,,
Feb 2025,T1,ceiling,era5_refit_lomo,,all,all,1,48,left,1332,0.187260,0.245631,0.021114,0.187260,0.245631,0.021114,0.244722,0.661000,5.750000,,,
Feb 2025,T1,ceiling,era5_refit_lomo,,all,h1-24,1,24,left,666,0.185938,0.244200,0.018707,0.185938,0.244200,0.018707,0.243482,0.661000,5.750000,,,
Feb 2025,T1,ceiling,era5_refit_lomo,,all,h25-48,25,48,left,666,0.188581,0.247054,0.023520,0.188581,0.247054,0.023520,0.245932,0.661000,5.750000,,,
Feb 2025,T1,ceiling,era5_refit_lomo,,weather_explainable,all,1,48,left,1287,0.187405,0.245683,0.017603,0.187405,0.245683,0.017603,0.245052,0.661000,5.750000,,,
Feb 2025,T1,ceiling,era5_refit_lomo,,weather_explainable,h1-24,1,24,left,643,0.186167,0.244297,0.015109,0.186167,0.244297,0.015109,0.243829,0.661000,5.750000,,,
Feb 2025,T1,ceiling,era5_refit_lomo,,weather_explainable,h25-48,25,48,left,644,0.188641,0.247060,0.020093,0.188641,0.247060,0.020093,0.246242,0.661000,5.750000,,,
Feb 2025,T1,ceiling,perfect_wind,,all,all,1,48,left,1332,0.029191,0.043706,0.000056,0.029191,0.043706,0.000056,0.043706,,,,,
Feb 2025,T1,ceiling,perfect_wind,,all,h1-24,1,24,left,666,0.029355,0.043826,0.000200,0.029355,0.043826,0.000200,0.043826,,,,,
Feb 2025,T1,ceiling,perfect_wind,,all,h25-48,25,48,left,666,0.029027,0.043586,-0.000088,0.029027,0.043586,-0.000088,0.043586,,,,,
Feb 2025,T1,ceiling,perfect_wind,,weather_explainable,all,1,48,left,1287,0.026146,0.035250,-0.004007,0.026146,0.035250,-0.004007,0.035021,,,,,
Feb 2025,T1,ceiling,perfect_wind,,weather_explainable,h1-24,1,24,left,643,0.026280,0.035361,-0.003917,0.026280,0.035361,-0.003917,0.035143,,,,,
Feb 2025,T1,ceiling,perfect_wind,,weather_explainable,h25-48,25,48,left,644,0.026012,0.035138,-0.004097,0.026012,0.035138,-0.004097,0.034898,,,,,
Feb 2025,T1,honest,constant_median,,all,all,1,48,left,1332,0.303714,0.375478,-0.101987,0.303714,0.375478,-0.101987,0.361362,,,,,
Feb 2025,T1,honest,constant_median,,all,h1-24,1,24,left,666,0.304915,0.376731,-0.104354,0.304915,0.376731,-0.104354,0.361989,,,,,
Feb 2025,T1,honest,constant_median,,all,h25-48,25,48,left,666,0.302513,0.374222,-0.099620,0.302513,0.374222,-0.099620,0.360719,,,,,
Feb 2025,T1,honest,constant_median,,weather_explainable,all,1,48,left,1287,0.308065,0.380287,-0.110339,0.308065,0.380287,-0.110339,0.363928,,,,,
Feb 2025,T1,honest,constant_median,,weather_explainable,h1-24,1,24,left,643,0.309383,0.381669,-0.113043,0.309383,0.381669,-0.113043,0.364545,,,,,
Feb 2025,T1,honest,constant_median,,weather_explainable,h25-48,25,48,left,644,0.306749,0.378902,-0.107640,0.306749,0.378902,-0.107640,0.363291,,,,,
Feb 2025,T1,honest,madsen_new_reference,,all,all,1,48,left,1332,0.326096,0.362385,0.084738,0.326096,0.362385,0.084738,0.352339,,,,,
Feb 2025,T1,honest,madsen_new_reference,,all,h1-24,1,24,left,666,0.309765,0.351493,0.069060,0.309765,0.351493,0.069060,0.344642,,,,,
Feb 2025,T1,honest,madsen_new_reference,,all,h25-48,25,48,left,666,0.342428,0.372960,0.100416,0.342428,0.372960,0.100416,0.359188,,,,,
Feb 2025,T1,honest,madsen_new_reference,,weather_explainable,all,1,48,left,1287,0.326232,0.363210,0.076590,0.326232,0.363210,0.076590,0.355043,,,,,
Feb 2025,T1,honest,madsen_new_reference,,weather_explainable,h1-24,1,24,left,643,0.309967,0.352672,0.060653,0.309967,0.352672,0.060653,0.347418,,,,,
Feb 2025,T1,honest,madsen_new_reference,,weather_explainable,h25-48,25,48,left,644,0.342471,0.373435,0.092502,0.342471,0.373435,0.092502,0.361797,,,,,
Feb 2025,T1,honest,month_hour_climatology,,all,all,1,48,left,1332,0.342290,0.372691,0.103145,0.342290,0.372691,0.103145,0.358134,,,,,
Feb 2025,T1,honest,month_hour_climatology,,all,h1-24,1,24,left,666,0.343634,0.374028,0.101896,0.343634,0.374028,0.101896,0.359881,,,,,
Feb 2025,T1,honest,month_hour_climatology,,all,h25-48,25,48,left,666,0.340946,0.371350,0.104395,0.340946,0.371350,0.104395,0.356374,,,,,
Feb 2025,T1,honest,month_hour_climatology,,weather_explainable,all,1,48,left,1287,0.342077,0.372928,0.094883,0.342077,0.372928,0.094883,0.360656,,,,,
Feb 2025,T1,honest,month_hour_climatology,,weather_explainable,h1-24,1,24,left,643,0.343396,0.374259,0.093324,0.343396,0.374259,0.093324,0.362437,,,,,
Feb 2025,T1,honest,month_hour_climatology,,weather_explainable,h25-48,25,48,left,644,0.340761,0.371596,0.096440,0.340761,0.371596,0.096440,0.358863,,,,,
Feb 2025,T1,honest,previous_runs_refit_curve,ecmwf_ifs025,all,all,1,48,left,1332,0.208113,0.268243,0.042881,0.208113,0.268243,0.042881,0.264793,0.389000,9.210000,,,
Feb 2025,T1,honest,previous_runs_refit_curve,ecmwf_ifs025,all,h1-24,1,24,left,666,0.213651,0.275397,0.045460,0.213651,0.275397,0.045460,0.271619,0.389000,9.210000,,,
Feb 2025,T1,honest,previous_runs_refit_curve,ecmwf_ifs025,all,h25-48,25,48,left,666,0.202574,0.260893,0.040302,0.202574,0.260893,0.040302,0.257761,0.389000,9.210000,,,
Feb 2025,T1,honest,previous_runs_refit_curve,ecmwf_ifs025,weather_explainable,all,1,48,left,1287,0.208135,0.268288,0.039360,0.208135,0.268288,0.039360,0.265385,0.389000,9.210000,,,
Feb 2025,T1,honest,previous_runs_refit_curve,ecmwf_ifs025,weather_explainable,h1-24,1,24,left,643,0.212368,0.274231,0.040231,0.212368,0.274231,0.040231,0.271263,0.389000,9.210000,,,
Feb 2025,T1,honest,previous_runs_refit_curve,ecmwf_ifs025,weather_explainable,h25-48,25,48,left,644,0.203908,0.262221,0.038490,0.203908,0.262221,0.038490,0.259381,0.389000,9.210000,,,
Feb 2025,T1,honest,previous_runs_refit_curve,icon_global,all,all,1,48,left,1332,0.214717,0.266313,-0.006521,0.214717,0.266313,-0.006521,0.266233,0.405000,7.140000,,,
Feb 2025,T1,honest,previous_runs_refit_curve,icon_global,all,h1-24,1,24,left,666,0.216816,0.265475,0.000496,0.216816,0.265475,0.000496,0.265475,0.405000,7.140000,,,
Feb 2025,T1,honest,previous_runs_refit_curve,icon_global,all,h25-48,25,48,left,666,0.212617,0.267149,-0.013538,0.212617,0.267149,-0.013538,0.266806,0.405000,7.140000,,,
Feb 2025,T1,honest,previous_runs_refit_curve,icon_global,weather_explainable,all,1,48,left,1287,0.215232,0.267641,-0.011739,0.215232,0.267641,-0.011739,0.267384,0.405000,7.140000,,,
Feb 2025,T1,honest,previous_runs_refit_curve,icon_global,weather_explainable,h1-24,1,24,left,643,0.216682,0.266201,-0.005345,0.216682,0.266201,-0.005345,0.266147,0.405000,7.140000,,,
Feb 2025,T1,honest,previous_runs_refit_curve,icon_global,weather_explainable,h25-48,25,48,left,644,0.213784,0.269071,-0.018124,0.213784,0.269071,-0.018124,0.268460,0.405000,7.140000,,,
Feb 2025,T1,honest,same_hour_yesterday,,all,all,1,48,left,1326,0.401024,0.519506,0.004712,0.401024,0.519506,0.004712,0.519484,,,,,
Feb 2025,T1,honest,same_hour_yesterday,,all,h1-24,1,24,left,666,0.402007,0.519156,0.005686,0.402007,0.519156,0.005686,0.519124,,,,,
Feb 2025,T1,honest,same_hour_yesterday,,all,h25-48,25,48,left,660,0.400033,0.519859,0.003730,0.400033,0.519859,0.003730,0.519845,,,,,
Feb 2025,T1,honest,same_hour_yesterday,,weather_explainable,all,1,48,left,1281,0.404723,0.522299,-0.002082,0.404723,0.522299,-0.002082,0.522295,,,,,
Feb 2025,T1,honest,same_hour_yesterday,,weather_explainable,h1-24,1,24,left,643,0.405858,0.522089,-0.001223,0.405858,0.522089,-0.001223,0.522088,,,,,
Feb 2025,T1,honest,same_hour_yesterday,,weather_explainable,h25-48,25,48,left,638,0.403579,0.522512,-0.002947,0.403579,0.522512,-0.002947,0.522503,,,,,
Feb 2025,T1,honest,zero,,all,all,1,48,left,1332,0.349600,0.502523,-0.349600,0.349600,0.502523,-0.349600,0.360983,,,,,
Feb 2025,T1,honest,zero,,all,h1-24,1,24,left,666,0.351967,0.504678,-0.351967,0.351967,0.504678,-0.351967,0.361689,,,,,
Feb 2025,T1,honest,zero,,all,h25-48,25,48,left,666,0.347232,0.500358,-0.347232,0.347232,0.500358,-0.347232,0.360261,,,,,
Feb 2025,T1,honest,zero,,weather_explainable,all,1,48,left,1287,0.357905,0.510175,-0.357905,0.357905,0.510175,-0.357905,0.363569,,,,,
Feb 2025,T1,honest,zero,,weather_explainable,h1-24,1,24,left,643,0.360609,0.512570,-0.360609,0.360609,0.512570,-0.360609,0.364266,,,,,
Feb 2025,T1,honest,zero,,weather_explainable,h25-48,25,48,left,644,0.355204,0.507772,-0.355204,0.355204,0.507772,-0.355204,0.362853,,,,,
Jan 2026,T1,ceiling,era5_fixed_scada_curve,,all,all,1,48,left,1440,0.197777,0.290302,-0.152672,0.197777,0.290302,-0.152672,0.246915,,,,,
Jan 2026,T1,ceiling,era5_fixed_scada_curve,,all,h1-24,1,24,left,720,0.194544,0.286645,-0.147981,0.194544,0.286645,-0.147981,0.245493,,,,,
Jan 2026,T1,ceiling,era5_fixed_scada_curve,,all,h25-48,25,48,left,720,0.201011,0.293915,-0.157362,0.201011,0.293915,-0.157362,0.248240,,,,,
Jan 2026,T1,ceiling,era5_fixed_scada_curve,,weather_explainable,all,1,48,left,1321,0.205598,0.299289,-0.169766,0.205598,0.299289,-0.169766,0.246482,,,,,
Jan 2026,T1,ceiling,era5_fixed_scada_curve,,weather_explainable,h1-24,1,24,left,661,0.202064,0.295355,-0.164672,0.202064,0.295355,-0.164672,0.245189,,,,,
Jan 2026,T1,ceiling,era5_fixed_scada_curve,,weather_explainable,h25-48,25,48,left,660,0.209137,0.303178,-0.174868,0.209137,0.303178,-0.174868,0.247665,,,,,
Jan 2026,T1,ceiling,era5_linear_mos_lomo,,all,all,1,48,left,1440,0.162499,0.231421,0.002172,0.162499,0.231421,0.002172,0.231411,1.099991,1.380938,,,
Jan 2026,T1,ceiling,era5_linear_mos_lomo,,all,h1-24,1,24,left,720,0.160331,0.230306,0.004685,0.160331,0.230306,0.004685,0.230258,1.099991,1.380938,,,
Jan 2026,T1,ceiling,era5_linear_mos_lomo,,all,h25-48,25,48,left,720,0.164667,0.232531,-0.000342,0.164667,0.232531,-0.000342,0.232531,1.099991,1.380938,,,
Jan 2026,T1,ceiling,era5_linear_mos_lomo,,weather_explainable,all,1,48,left,1321,0.158783,0.223267,-0.012953,0.158783,0.223267,-0.012953,0.222891,1.099991,1.380938,,,
Jan 2026,T1,ceiling,era5_linear_mos_lomo,,weather_explainable,h1-24,1,24,left,661,0.156442,0.221981,-0.010345,0.156442,0.221981,-0.010345,0.221740,1.099991,1.380938,,,
Jan 2026,T1,ceiling,era5_linear_mos_lomo,,weather_explainable,h25-48,25,48,left,660,0.161128,0.224547,-0.015564,0.161128,0.224547,-0.015564,0.224007,1.099991,1.380938,,,
Jan 2026,T1,ceiling,era5_refit_lomo,,all,all,1,48,left,1440,0.169631,0.230943,0.031064,0.169631,0.230943,0.031064,0.228844,0.677000,5.730000,,,
Jan 2026,T1,ceiling,era5_refit_lomo,,all,h1-24,1,24,left,720,0.167845,0.230059,0.033521,0.167845,0.230059,0.033521,0.227604,0.677000,5.730000,,,
Jan 2026,T1,ceiling,era5_refit_lomo,,all,h25-48,25,48,left,720,0.171417,0.231823,0.028608,0.171417,0.231823,0.028608,0.230051,0.677000,5.730000,,,
Jan 2026,T1,ceiling,era5_refit_lomo,,weather_explainable,all,1,48,left,1321,0.165332,0.221817,0.016085,0.165332,0.221817,0.016085,0.221233,0.677000,5.730000,,,
Jan 2026,T1,ceiling,era5_refit_lomo,,weather_explainable,h1-24,1,24,left,661,0.163393,0.220781,0.018618,0.163393,0.220781,0.018618,0.219994,0.677000,5.730000,,,
Jan 2026,T1,ceiling,era5_refit_lomo,,weather_explainable,h25-48,25,48,left,660,0.167275,0.222849,0.013548,0.167275,0.222849,0.013548,0.222437,0.677000,5.730000,,,
Jan 2026,T1,ceiling,perfect_wind,,all,all,1,48,left,1440,0.030354,0.053658,0.006324,0.030354,0.053658,0.006324,0.053284,,,,,
Jan 2026,T1,ceiling,perfect_wind,,all,h1-24,1,24,left,720,0.030233,0.053572,0.006664,0.030233,0.053572,0.006664,0.053156,,,,,
Jan 2026,T1,ceiling,perfect_wind,,all,h25-48,25,48,left,720,0.030475,0.053743,0.005984,0.030475,0.053743,0.005984,0.053408,,,,,
Jan 2026,T1,ceiling,perfect_wind,,weather_explainable,all,1,48,left,1321,0.023443,0.032440,-0.002727,0.023443,0.032440,-0.002727,0.032326,,,,,
Jan 2026,T1,ceiling,perfect_wind,,weather_explainable,h1-24,1,24,left,661,0.023334,0.032308,-0.002314,0.023334,0.032308,-0.002314,0.032225,,,,,
Jan 2026,T1,ceiling,perfect_wind,,weather_explainable,h25-48,25,48,left,660,0.023552,0.032572,-0.003141,0.023552,0.032572,-0.003141,0.032420,,,,,
Jan 2026,T1,honest,constant_median,,all,all,1,48,left,1440,0.271079,0.344327,-0.076157,0.271079,0.344327,-0.076157,0.335799,,,,,
Jan 2026,T1,honest,constant_median,,all,h1-24,1,24,left,720,0.270363,0.343214,-0.073081,0.270363,0.343214,-0.073081,0.335343,,,,,
Jan 2026,T1,honest,constant_median,,all,h25-48,25,48,left,720,0.271794,0.345436,-0.079234,0.271794,0.345436,-0.079234,0.336226,,,,,
Jan 2026,T1,honest,constant_median,,weather_explainable,all,1,48,left,1321,0.280307,0.355186,-0.095500,0.280307,0.355186,-0.095500,0.342107,,,,,
Jan 2026,T1,honest,constant_median,,weather_explainable,h1-24,1,24,left,661,0.279342,0.353878,-0.092050,0.279342,0.353878,-0.092050,0.341696,,,,,
Jan 2026,T1,honest,constant_median,,weather_explainable,h25-48,25,48,left,660,0.281273,0.356492,-0.098955,0.281273,0.356492,-0.098955,0.342483,,,,,
Jan 2026,T1,honest,madsen_new_reference,,all,all,1,48,left,1440,0.289581,0.332380,0.075762,0.289581,0.332380,0.075762,0.323631,,,,,
Jan 2026,T1,honest,madsen_new_reference,,all,h1-24,1,24,left,720,0.276041,0.323016,0.075745,0.276041,0.323016,0.075745,0.314009,,,,,
Jan 2026,T1,honest,madsen_new_reference,,all,h25-48,25,48,left,720,0.303121,0.341488,0.075779,0.303121,0.341488,0.075779,0.332974,,,,,
Jan 2026,T1,honest,madsen_new_reference,,weather_explainable,all,1,48,left,1321,0.290376,0.334868,0.058738,0.290376,0.334868,0.058738,0.329677,,,,,
Jan 2026,T1,honest,madsen_new_reference,,weather_explainable,h1-24,1,24,left,661,0.278167,0.326551,0.061745,0.278167,0.326551,0.061745,0.320660,,,,,
Jan 2026,T1,honest,madsen_new_reference,,weather_explainable,h25-48,25,48,left,660,0.302603,0.342996,0.055726,0.302603,0.342996,0.055726,0.338439,,,,,
Jan 2026,T1,honest,month_hour_climatology,,all,all,1,48,left,1440,0.304434,0.342943,0.080186,0.304434,0.342943,0.080186,0.333437,,,,,
Jan 2026,T1,honest,month_hour_climatology,,all,h1-24,1,24,left,720,0.305536,0.344180,0.083263,0.305536,0.344180,0.083263,0.333957,,,,,
Jan 2026,T1,honest,month_hour_climatology,,all,h25-48,25,48,left,720,0.303331,0.341702,0.077110,0.303331,0.341702,0.077110,0.332888,,,,,
Jan 2026,T1,honest,month_hour_climatology,,weather_explainable,all,1,48,left,1321,0.304210,0.344779,0.060930,0.304210,0.344779,0.060930,0.339352,,,,,
Jan 2026,T1,honest,month_hour_climatology,,weather_explainable,h1-24,1,24,left,661,0.305309,0.346020,0.064364,0.305309,0.346020,0.064364,0.339982,,,,,
Jan 2026,T1,honest,month_hour_climatology,,weather_explainable,h25-48,25,48,left,660,0.303109,0.343531,0.057492,0.303109,0.343531,0.057492,0.338686,,,,,
